"","subject","sentence","sentence_id","animacy","number","definiteness","tense","aspect","sentence.length","modal","be.have","response"
"1379","dog","A dog barks in the night.",3310,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1380","bicycle","The bicycle needs to be fixed.",3312,"inanimate","singular","definite","present","simple",4,"no","no","non.generic"
"1381","kangaroo","The kangaroos hopped around.",3317,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"1382","marble","A marble rolls across the floor.",3318,"inanimate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1383","shark","The shark attacks the swimmer.",3321,"animate","singular","definite","present","simple",3,"no","no","non.generic"
"1384","pigeon","Pigeons eat bread in the park.",3322,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"1385","clock","A clock strikes twelve.",3323,"inanimate","singular","indefinite","present","simple",2,"no","no","non.generic"
"1386","rabbit","The rabbits steal vegetables from the garden.",3325,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"1387","toilet","The toilet is clogged.",3327,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1388","gorilla","Gorillas enjoy their time together",3329,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1389","owl","The owl says HOO at night",3330,"animate","singular","definite","present","simple",4,"no","no","generic"
"1390","bear","The bear looks for food",3334,"animate","singular","definite","present","simple",3,"no","no","non.generic"
"1391","boat","Boats float away",3335,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"1392","computer","A computer gives useful information",3337,"inanimate","singular","indefinite","present","simple",3,"no","no","generic"
"1393","television","Televisions show enetertainment",3339,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"1394","fence","The fences stand solid",3340,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1395","cat","The cat looked worried",3342,"animate","singular","definite","past","simple",2,"no","no","non.generic"
"1396","shirt","A shirt is wrinkled",3343,"inanimate","singular","indefinite","present","simple",2,"no","no","non.generic"
"1397","rabbit","Rabbits hop and jump",3345,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1398","lion","The lion looks for his next kill",3347,"animate","singular","definite","present","simple",5,"no","no","non.generic"
"1399","skunk","The skunks sometimes stink",3348,"animate","plural","definite","present","simple",2,"no","no","generic"
"1400","butterfly","A butterfly flies smoothly",3349,"animate","singular","indefinite","present","simple",2,"no","no","non.generic"
"1401","marble","Marbles roll smoothly",3351,"inanimate","plural","indefinite","present","simple",2,"no","no","generic"
"1402","cheetah","The cheetahs enjoy the kill",3352,"animate","plural","definite","present","simple",3,"no","no","non.generic"
"1403","football","Footballs can be tossed far",3353,"inanimate","plural","indefinite","present","simple",4,"yes","no","generic"
"1404","camel","Camels travel in the desert",3354,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1405","zipper","Zippers close your pants",3355,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1406","light bulb","Light bulbs make great visibibity",3356,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1407","guitar","A guitar sounds nice",3359,"inanimate","singular","indefinite","present","simple",2,"no","no","generic"
"1408","chair","The chairs are arranged",3360,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1409","dog","The dog looks for directions",3363,"animate","singular","definite","present","simple",3,"no","no","non.generic"
"1410","pigeon","A pigeon lives in the city",3365,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1411","tire","The tire needs to be replaced",3366,"inanimate","singular","definite","present","simple",4,"no","no","non.generic"
"1412","piano","A piano makes beautiful music",3367,"inanimate","singular","indefinite","present","simple",3,"no","no","generic"
"1413","cow","The cows like very green grass",3368,"animate","plural","definite","present","simple",4,"no","no","non.generic"
"1414","car","The car runs well",3369,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1415","pig","A pig likes the wet mud",3370,"animate","singular","indefinite","present","simple",4,"no","no","non.generic"
"1416","clock","The clock shows time",3371,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1417","squirrel","The squirrels scurry around",3372,"animate","plural","definite","present","simple",2,"no","no","non.generic"
"1418","penguin","Penguins jumped into the cold water",3373,"animate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1419","camel","Camels gave the humans a ride.",3374,"animate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1420","bear","A bear ate s0me berries for lunch.",3375,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1421","shark","A shark ate some fish for lunch.",3376,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1422","shirt","The shirts were buttoned up and folded.",3377,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1423","rabbit","The rabbit hopped out of it's hole.",3379,"animate","singular","definite","present","simple",5,"no","no","non.generic"
"1424","clock","The clocks ticked loudly.",3380,"inanimate","plural","definite","past","simple",2,"no","no","non.generic"
"1425","marble","Marbles rolled down the slope.",3382,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1426","bicycle","Bicycles rode past the puppy.",3385,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1427","fox","The foxes chased each other.",3392,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1428","cow","The cow slowly left the barn.",3393,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1429","boat","The boats drifted in the water.",3394,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1430","pig","A pig oinked at the others.",3395,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1431","piano","Pianos played music.",3396,"inanimate","plural","indefinite","past","simple",2,"no","no","generic"
"1432","pigeon","The pigeon ate the bread crumbs.",3397,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1433","cheetah","Cheetahs raced across the plain.",3398,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1434","lion","The lion roared at the zookeeper.",3399,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1435","light bulb","The light bulbs went on.",3403,"inanimate","plural","definite","past","simple",2,"no","no","non.generic"
"1436","gorilla","Gorillas growled at each other.",3404,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1437","zipper","A zipper got stuck on my pants.",3408,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1438","guitar","The guitar played music.",3409,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1439","trumpet","A trumpet made a loud noise.",3410,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1440","skunk","The skunks smelled bad.",3411,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"1441","kangaroo","The kangaroo jumped around the tree.",3413,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1442","panda","The pandas ate grass.",3414,"animate","plural","definite","past","simple",2,"no","no","non.generic"
"1443","penguin","Penguins slid on the ice.",3415,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1444","kite","The kite flew high in the sky.",3417,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1445","owl","The owls turned their heads.",3418,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1446","chair","A chair rocked back and forth.",3419,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1447","turtle","The turtles are idolized by many peoples.",3421,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"1448","fox","A fox ate the chickens.",3422,"animate","singular","indefinite","past","simple",3,"no","no","generic"
"1449","lamp","Lamps give off light.",3423,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1450","light bulb","A light bulb went off in his head.",3428,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1451","boat","A boat would really make me happy.",3429,"inanimate","singular","indefinite","present","simple",5,"yes","no","generic"
"1452","pig","Pigs don't fly.",3430,"animate","plural","indefinite","present","simple",2,"no","no","generic"
"1453","towel","Towels can carry disease.",3434,"inanimate","plural","indefinite","present","simple",3,"yes","no","generic"
"1454","butterfly","The butterflies remind me of the possibilities.",3442,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"1455","toilet","Toilets flush.",3445,"inanimate","plural","indefinite","present","simple",1,"no","no","generic"
"1456","camel","The camels don't need as much water.",3447,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"1457","skunk","A skunk smells kind of strong.",3451,"animate","singular","indefinite","present","simple",4,"no","no","generic"
"1458","penguin","Penguins look like they're wearing tuxedoes.",3453,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"1459","guitar","A guitar can make my day.",3463,"inanimate","singular","indefinite","present","simple",4,"yes","no","generic"
"1460","tire","Tires squaled noisily.",3465,"inanimate","plural","indefinite","past","simple",2,"no","no","non.generic"
"1461","turtle","The turtle sagged in his shell.",3466,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1462","cat","A cat meowed longingly.",3467,"animate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1463","bed","A bed sat waiting for Mike.",3469,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1464","dog","The dog whined for a treat.",3470,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1465","computer","Computers sizzled in the hot room.",3471,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1466","fox","The fox crossed under the fence.",3474,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1467","kangaroo","Kangaroos hopped through the bush.",3475,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1468","boat","The boats bobbed in the surf.",3476,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1469","couch","The couch sat unused for years.",3477,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1470","bear","The bears hibernated for the winter.",3478,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1471","light bulb","The light bulb shattered after many years.",3479,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1472","butterfly","The butterflies migrated down to Mexico.",3480,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1473","pig","Pigs ate hungrily.",3481,"animate","plural","indefinite","past","simple",2,"no","no","non.generic"
"1474","shark","A shark attacked a surfer.",3482,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"1475","shirt","Shirts hung in the window.",3483,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1476","penguin","The penguin flapped his arms.",3484,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1477","trumpet","The trumpets played a mighty tune.",3485,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1478","car","Cars moved noisily in the night.",3486,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1479","knife","A knife sliced through the warm bread.",3487,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1480","fence","The fence kept out intruders.",3488,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"1481","kite","Kites flew in the sky.",3489,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1482","dolphin","The dolphins played in the waves.",3490,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1483","owl","An owl hunted for prey.",3491,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"1484","rabbit","A rabbit washed his ears.",3492,"animate","singular","indefinite","past","simple",3,"no","no","non.generic"
"1485","piano","A piano gathered dust.",3494,"inanimate","singular","indefinite","past","simple",2,"no","no","non.generic"
"1486","pigeon","The pigeons cooed on their nests.",3495,"animate","plural","definite","past","simple",4,"no","no","generic"
"1487","panda","The panda was born in the zoo.",3496,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1488","lamp","A lamp lighted the room.",3497,"inanimate","singular","indefinite","past","simple",3,"no","no","non.generic"
"1489","gorilla","Gorillas thumped their massive chests.",3498,"animate","plural","indefinite","past","simple",4,"no","no","generic"
"1490","cow","The cows came home for milking.",3500,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1491","television","Televisions blared through the night.",3501,"inanimate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1492","toilet","The toilet flushed twice.",3502,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1493","bicycle","The bicycles sat in the dark garage.",3503,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1494","cheetah","The cheetahs caught their prey.",3504,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1495","skunk","A skunk sprayed his nasty smell.",3505,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1496","elephant","The elephant sucked water through his trunk.",3506,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1497","squirrel","Squirrels danced in the oak tree.",3507,"animate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1498","camel","A camel stepped carefully across the sand.",3508,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1499","lion","Lions roared mightily.",3509,"animate","plural","indefinite","past","simple",2,"no","no","generic"
"1500","zipper","The zipper broke unexpectedly.",3510,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1501","peacock","Peacocks nestled in the brush.",3511,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1502","lion","The lion roared at the zoo visitors.",3514,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1503","owl","The owls watched vigilantly throughout the night.",3521,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1504","guitar","The guitar did not play itself.",3522,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1505","turtle","The turtles strolled lazily across the lane.",3524,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1506","squirrel","Squirrels steal acorns from chipmunks.",3533,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1507","car","A car drove past the gas station.",3538,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1508","rabbit","The rabbits quickly multiplied while in captivity.",3544,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1509","trumpet","Trumpets blare loudly during parades.",3551,"inanimate","plural","indefinite","present","simple",4,"no","no","non.generic"
"1510","kite","The kites flew gaily across the field.",3554,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1511","skunk","A skunk stinks worse than spinach.",3556,"animate","singular","indefinite","present","simple",4,"no","no","generic"
"1512","fox","The foxes tried to steal some food.",3560,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1513","dolphin","The dolphin performed at the zoo show.",3561,"animate","singular","definite","past","simple",5,"no","no","non.generic"
"1514","light bulb","Light bulbs burned out quickly.",3562,"inanimate","plural","indefinite","past","simple",3,"no","no","generic"
"1515","cat","Cats meowed for their dinner.",3564,"animate","plural","indefinite","past","simple",4,"no","no","non.generic"
"1516","penguin","The penguins played on the ice caps.",3566,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1517","boat","The boats chugged across the harbor.",3567,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1518","owl","An owl made a who who sound.",3568,"animate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1519","marble","The marble rolled slowly across the floor.",3569,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1520","turtle","Turtles live in ponds.",3571,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1521","butterfly","Butterflies flew around the purple flowers.",3575,"animate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1522","kite","The kites flew in the wind.",3577,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1523","football","A football can be tossed around.",3580,"inanimate","singular","indefinite","present","simple",4,"yes","no","generic"
"1524","peacock","The peacock showed his feathers.",3581,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1525","car","The car sputtered to a stop.",3592,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1526","dog","The dogs barked at the cat.",3593,"animate","plural","definite","past","simple",4,"no","no","non.generic"
"1527","camel","A camel doesn't need to drink often.",3594,"animate","singular","indefinite","present","simple",5,"no","no","generic"
"1528","fence","The fence went around my yard.",3595,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1529","shark","The sharks circled the area.",3596,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1530","tire","Tires sometimes go flat.",3598,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1531","kangaroo","The kangaroos hopped all around.",3600,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1532","clock","Clocks ticked in the next room.",3601,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1533","lion","A lion roared in the distance.",3603,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1534","owl","Owls are said to be wise.",3608,"animate","plural","indefinite","present","simple",5,"no","no","generic"
"1535","tire","The tires need more air in them.",3610,"inanimate","plural","definite","present","simple",5,"no","no","non.generic"
"1536","light bulb","The light bulb broke when I dropped it.",3611,"inanimate","singular","definite","past","simple",5,"no","no","non.generic"
"1537","turtle","Turtles live in shells.",3615,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1538","butterfly","The butterfly landed on my finger.",3617,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1539","pigeon","A pigeon strutted across my path.",3623,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1540","zipper","The zippers on the jacket were stuck.",3624,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1541","boat","Boats are tied to the dock.",3625,"inanimate","plural","indefinite","present","simple",5,"no","no","non.generic"
"1542","piano","The pianos need tuning.",3627,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1543","gorilla","The gorillas live in the zoo.",3628,"animate","plural","definite","present","simple",4,"no","no","non.generic"
"1544","bear","The bear ate Goldilocks porridge.",3633,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1545","squirrel","The squirrels eat acorns.",3634,"animate","plural","definite","present","simple",2,"no","no","non.generic"
"1546","lion","The lions sleep in the sun.",3635,"animate","plural","definite","present","simple",4,"no","no","generic"
"1547","clock","The clock needs a battery.",3636,"inanimate","singular","definite","present","simple",3,"no","no","non.generic"
"1548","kite","The kites dance in the wind.",3641,"inanimate","plural","definite","present","simple",4,"no","no","non.generic"
"1549","fence","The fences are made of wood.",3643,"inanimate","plural","definite","present","simple",4,"no","no","non.generic"
"1550","rabbit","The rabbits eat carrots.",3646,"animate","plural","definite","present","simple",2,"no","no","non.generic"
"1551","marble","Marbles come in various colors.",3650,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1552","piano","The piano plays softly",3652,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1553","boat","A boat can float",3654,"inanimate","singular","indefinite","present","simple",2,"yes","no","generic"
"1554","marble","A marble rolls around",3656,"inanimate","singular","indefinite","present","simple",2,"no","no","non.generic"
"1555","skunk","The skunk smells really bad",3665,"animate","singular","definite","present","simple",3,"no","no","non.generic"
"1556","owl","An owl can see at night",3668,"animate","singular","indefinite","present","simple",4,"yes","no","generic"
"1557","cow","A cow can be milked",3670,"animate","singular","indefinite","present","simple",3,"yes","no","generic"
"1558","zipper","A zipper is closed",3672,"inanimate","singular","indefinite","present","simple",2,"no","no","non.generic"
"1559","kangaroo","Kangaroos hop around",3677,"animate","plural","indefinite","present","simple",2,"no","no","generic"
"1560","rabbit","The rabbit can really hop",3679,"animate","singular","definite","present","simple",3,"yes","no","generic"
"1561","penguin","Penguins like it cold",3691,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1562","lion","The lions sleep all day",3696,"animate","plural","definite","present","simple",3,"no","no","generic"
"1563","panda","A panda sleeps all day",3697,"animate","singular","indefinite","present","simple",3,"no","no","non.generic"
"1564","pig","The pig really knows how to party.",3698,"animate","singular","definite","present","simple",5,"no","no","non.generic"
"1565","trumpet","Trumpets blasted.",3699,"inanimate","plural","indefinite","present","simple",1,"no","no","non.generic"
"1566","marble","The marble resembled a planet.",3703,"inanimate","singular","definite","past","simple",3,"no","no","non.generic"
"1567","kangaroo","A kangaroo should not play with matches.",3704,"animate","singular","indefinite","present","simple",5,"yes","no","generic"
"1568","lamp","The lamps sat in the corner.",3708,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1569","skunk","The skunk smelled delightful.",3709,"animate","singular","definite","past","simple",2,"no","no","non.generic"
"1570","toilet","A toilet provides fresh, clean drinking water.",3711,"inanimate","singular","indefinite","present","simple",5,"no","no","generic"
"1571","fence","Fences sell stolen merchandise.",3712,"inanimate","plural","indefinite","present","simple",3,"no","no","generic"
"1572","penguin","The penguins ate many seals.",3716,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1573","fox","""The fox said, """"Gering-ding-ding-ding-dingeringeding!""""""",3717,"animate","singular","definite","past","simple",2,"no","no","non.generic"
"1574","shirt","The shirt was stained.",3719,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1575","computer","The computers computed.",3722,"inanimate","plural","definite","past","simple",1,"no","no","non.generic"
"1576","clock","The clock struck twelve.",3724,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1577","towel","The towels hung across the shower rod.",3725,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1578","cat","A cat flew over the moon.",3726,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1579","car","The car motored down the highway.",3730,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1580","lion","A lion sleeps tonight.",3735,"animate","singular","indefinite","present","simple",2,"no","no","non.generic"
"1581","piano","A piano plays music.",3736,"inanimate","singular","indefinite","present","simple",2,"no","no","generic"
"1582","chair","The chair sits under the table.",3737,"inanimate","singular","definite","present","simple",4,"no","no","non.generic"
"1583","cat","The cat purrs when it is content.",3741,"animate","singular","definite","present","simple",5,"no","no","non.generic"
"1584","kite","The kites soared high in the breeze.",3743,"inanimate","plural","definite","past","simple",5,"no","no","generic"
"1585","gorilla","A gorilla can show intelligence and emotion",3744,"animate","singular","indefinite","present","simple",5,"yes","no","generic"
"1586","towel","Towels need to be plush.",3747,"inanimate","plural","indefinite","present","simple",4,"no","no","generic"
"1587","trumpet","The trumpet blared loudly.",3749,"inanimate","singular","definite","past","simple",2,"no","no","non.generic"
"1588","zipper","A zipper closes jeans well.",3750,"inanimate","singular","indefinite","present","simple",3,"no","no","generic"
"1589","pigeon","The pigeons cooed softly from the trees.",3753,"animate","plural","definite","past","simple",5,"no","no","non.generic"
"1590","butterfly","The butterflies migrated many miles.",3764,"animate","plural","definite","past","simple",3,"no","no","non.generic"
"1591","clock","The clocks automatically reset themselves.",3768,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"1592","boat","Boats can go very fast.",3769,"inanimate","plural","indefinite","present","simple",4,"yes","no","generic"
"1593","computer","A computer makes research easier.",3771,"inanimate","singular","indefinite","present","simple",3,"no","no","generic"
"1594","lion","The lions sleep all day.",3776,"animate","plural","definite","present","simple",3,"no","no","non.generic"
"1595","camel","The camels live at the theme park.",3778,"animate","plural","definite","present","simple",5,"no","no","non.generic"
"1596","chair","The chairs matched the table.",3781,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"1597","lamp","A lamp gives a soft glow.",3782,"inanimate","singular","indefinite","present","simple",4,"no","no","generic"
"1598","skunk","A skunk smells really bad.",3793,"animate","singular","indefinite","present","simple",3,"no","no","generic"
"1599","piano","The piano sounds beautifully.",3812,"inanimate","singular","definite","present","simple",2,"no","no","non.generic"
"1600","shark","Sharks can kill you.",3813,"animate","plural","indefinite","present","simple",3,"yes","no","generic"
"1601","zipper","Zippers can get stuck.",3814,"inanimate","plural","indefinite","present","simple",3,"yes","no","generic"
"1602","kangaroo","Kangaroos can jump.",3815,"animate","plural","indefinite","present","simple",2,"yes","no","generic"
"1603","trumpet","A trumpet sounds really loud.",3819,"inanimate","singular","indefinite","present","simple",3,"no","no","generic"
"1604","bicycle","The bicycles are broke.",3820,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1605","clock","Clocks make a lot of noise.",3824,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"1606","turtle","The turtles move slowly.",3825,"animate","plural","definite","present","simple",2,"no","no","non.generic"
"1607","panda","The panda yawned and stretched.",3827,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1608","computer","The computer sat quietly, collecting dust.",3831,"inanimate","singular","definite","past","simple",4,"no","no","non.generic"
"1609","penguin","The penguin dove into the water.",3838,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1610","cat","A cat chased the laser pointer.",3841,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1611","turtle","The turtles are well-liked by some.",3843,"animate","plural","definite","present","simple",4,"no","no","non.generic"
"1612","trumpet","The trumpets hurt my ears.",3856,"inanimate","plural","definite","present","simple",3,"no","no","non.generic"
"1613","rabbit","Rabbits multiply like rabbits.",3857,"animate","plural","indefinite","present","simple",3,"no","no","generic"
"1614","bicycle","A bicycle stood by the post.",3858,"inanimate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1615","boat","The boats crossed the finish line.",3859,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1616","guitar","A guitar stood alone in the corner.",3861,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1617","pigeon","Pigeons love breadcrumbs.",3863,"animate","plural","indefinite","present","simple",2,"no","no","generic"
"1618","bear","The bear cubs tagged along.",3864,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1619","lion","A lion snarled at the outsiders.",3870,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1620","knife","The knives were arranged by size.",3872,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1621","marble","Marbles rolled all over the floor.",3874,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1622","bear","Bears like to eat fish.",3877,"animate","plural","indefinite","present","simple",4,"no","no","generic"
"1623","lamp","Lamps are turned off.",3882,"inanimate","plural","indefinite","present","simple",3,"no","no","non.generic"
"1624","elephant","The elephant lives at the zoo.",3887,"animate","singular","definite","present","simple",4,"no","no","non.generic"
"1625","bed","The bed is made up.",3888,"inanimate","singular","definite","present","simple",3,"no","no","non.generic"
"1626","dog","A dog makes a good pet.",3897,"animate","singular","indefinite","present","simple",4,"no","no","generic"
"1627","cheetah","The cheetah runs fast.",3904,"animate","singular","definite","present","simple",2,"no","no","generic"
"1628","knife","A knife cut the cheese.",3911,"inanimate","singular","indefinite","past","simple",3,"no","no","non.generic"
"1629","zipper","The zippers are closed.",3916,"inanimate","plural","definite","present","simple",2,"no","no","non.generic"
"1630","butterfly","A butterfly landed on my nose. ",3920,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1631","gorilla","A gorilla escaped from the zoo! ",3922,"animate","singular","indefinite","past","simple",4,"no","no","non.generic"
"1632","zipper","A zipper got stuck on my backpack.",3933,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1633","squirrel","The squirrel ran up the tree. ",3936,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1634","shirt","The shirts finally came in the mail. ",3947,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1635","trumpet","The trumpets were played very loudly.",3952,"inanimate","plural","definite","past","simple",4,"no","no","non.generic"
"1636","rabbit","The rabbit ran away quickly. ",3961,"animate","singular","definite","past","simple",3,"no","no","non.generic"
"1637","shirt","The shirts desperately needed to be ironed.",3969,"inanimate","plural","definite","past","simple",5,"no","no","non.generic"
"1638","gorilla","The gorilla glared furiously at Tarzan.",3984,"animate","singular","definite","past","simple",4,"no","no","non.generic"
"1639","toilet","The toilet takes two flushes.",3988,"inanimate","singular","definite","present","simple",3,"no","no","non.generic"
"1640","marble","Marbles come in many fun colors.",4001,"inanimate","plural","indefinite","present","simple",5,"no","no","generic"
"1641","football","Footballs bounced haphazardly across the floor.",4011,"inanimate","plural","indefinite","past","simple",5,"no","no","non.generic"
"1642","trumpet","The trumpets sounded off tune.",4015,"inanimate","plural","definite","past","simple",3,"no","no","non.generic"
"1643","guitar","A guitar kept me up all night.",4017,"inanimate","singular","indefinite","past","simple",5,"no","no","non.generic"
"1644","pig","The pigs tasted delicious.",4019,"animate","plural","definite","past","simple",2,"no","no","non.generic"
