animacy,feedback,sentence,WorkerId,number,tense.aspect.modal,sentence.length,aspect,tense.modal,be.have,subject,rt,response.factor,definiteness,type,tense.aspect,sentence_id,question_number,tense,X,response,language,SubmitTime,modal
animate,"""""",Pigeons are ugly.,T1NAXV3QHTU0DXPI1RVRSQ88NU0FHM,plural,present.simple,2,simple,present,yes,pigeon,2263,Generic,indefinite,target,present.simple,1904,40,present,NA,1,"""English""",Wed May 20 10:27:52 PDT 2015,no
inanimate,"""Thanks!""",Clocks make a ticking sound.,9G49EX8RFMIG5PRUPQ9DTN5C3UORQI,plural,present.simple,4,simple,present,no,clock,4538,Generic,indefinite,target,present.simple,1905,53,present,NA,1,"""English""",Tue May 19 09:43:51 PDT 2015,no
animate,"""""",A pig is born to become bacon.,REM00YLJC4CA7GQ33RSEEMGOUAVY08,singular,present.simple,5,simple,present,no,pig,4207,Generic,indefinite,target,present.simple,1906,26,present,NA,1,"""English""",Tue May 19 09:46:41 PDT 2015,no
inanimate,"""""",A light bulb was replaced.,K3LJ453E5WZ563KGYWJPJ6PN4NNDWD,singular,past.simple,2,simple,past,no,light bulb,4109,Non-generic,indefinite,target,past.simple,1907,34,past,NA,2,"""English""",Tue May 19 09:49:41 PDT 2015,no
inanimate,"""""",The computers are cheap.,ZSKWB092QZ48U7516U38R27CRF79FV,plural,present.simple,2,simple,present,yes,computer,2591,Non-generic,definite,target,present.simple,1908,42,present,NA,2,"""English""",Tue May 19 09:44:56 PDT 2015,no
inanimate,"""""",Guitars are expensive.,I76F5U369M5TTMMVYKYXWDVBVQXGUD,plural,present.simple,2,simple,present,yes,guitar,2491,Generic,indefinite,target,present.simple,1910,29,present,NA,1,"""English""",Tue May 19 09:49:34 PDT 2015,no
animate,"""""",Cheetahs are dangerous animals.,YY77XT1WIP528Q95VRGS89FJXF4190,plural,present.simple,3,simple,present,yes,cheetah,3287,Generic,indefinite,target,present.simple,1911,30,present,NA,1,"""English """,Tue May 19 09:58:20 PDT 2015,no
animate,"""""",The zebra is not extinct.,PW46HJKF4QRPVZPBA8F5XOE2WM2JBD,singular,past.simple,3,simple,past,no,zebra,4782,Generic,definite,example,past.simple,1912,4,past,NA,1,"""English""",Tue May 19 09:46:38 PDT 2015,no
animate,"""""",A fox chased the rabbit.,OW791MOXJ32EC83O016TNCZGIXHYRM,singular,past.simple,3,simple,past,no,fox,7134,Non-generic,indefinite,target,past.simple,1912,7,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
animate,"""""",A fox chased the rabbit.,ANI8N3VNER0JIIUOAE52D45E3VCKVL,singular,past.simple,3,simple,past,no,fox,4412,Non-generic,indefinite,target,past.simple,1912,16,past,NA,2,"""English""",Tue May 19 10:05:48 PDT 2015,no
inanimate,"""Neat survey.""",A bed is for sleeping not for jumping.,S33KTWIXNSPJYJNOM7FRBIF609RFYK,singular,present.simple,6,simple,present,yes,bed,3194,Generic,indefinite,target,present.simple,1913,23,present,NA,1,"""English""",Tue May 19 09:46:46 PDT 2015,no
animate,"""""",The panda ate the bamboo.,2JCWG109JQXXI7TUF7T4YQXOBESN30,singular,past.simple,3,simple,past,no,panda,2178,Non-generic,definite,target,past.simple,1914,29,past,NA,2,"""English""",Tue May 19 09:55:53 PDT 2015,no
inanimate,"""""",The towel is wet.,TMWPIWHT9P235EMARD1Q9CI71HRT9D,singular,present.simple,2,simple,present,yes,towel,2423,Non-generic,definite,target,present.simple,1915,43,present,NA,2,"""English""",Wed May 20 10:28:33 PDT 2015,no
inanimate,"""""",The towel is wet.,POMBUMLLDWN6KBY5NYKJ9LI01H19CI,singular,present.simple,2,simple,present,yes,towel,1683,Non-generic,definite,target,present.simple,1915,43,present,NA,2,"""English""",Wed May 20 10:30:26 PDT 2015,no
animate,"""""",Owls hunt at night.,NENES2IC2ICM19YQ5SGDPLT7GN995E,plural,present.simple,3,simple,present,no,owl,2946,Generic,indefinite,target,present.simple,1916,41,present,NA,1,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
animate,"""""",The elephants escaped the ivory hunters.,LOTLM740FLQ4GLC8LTL0S1UHT231UK,plural,past.simple,4,simple,past,no,elephant,6790,Non-generic,definite,target,past.simple,1917,40,past,NA,2,"""English""",Tue May 19 09:45:47 PDT 2015,no
animate,"""""",A cat scratched at the door.,HSSFQ34J7DB9VKWX1HMD1WXWBC9FY0,singular,past.simple,4,simple,past,no,cat,4517,Non-generic,indefinite,target,past.simple,1918,32,past,NA,2,"""English""",Tue May 19 10:02:21 PDT 2015,no
inanimate,"""""",A car was stolen from the parking lot.,UDVV6MPIN9K5DW4L0VWT14FWWQJNWG,singular,past.simple,6,simple,past,no,car,1679,Non-generic,indefinite,target,past.simple,1919,54,past,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""I liked the fox question.""",Skunks stink.,I3INEXREUEAUMTGVG34BB534J9PJDU,plural,present.simple,1,simple,present,no,skunk,2251,Generic,indefinite,target,present.simple,1920,31,present,NA,1,"""English""",Tue May 19 09:49:38 PDT 2015,no
animate,"""THANKS""",The gorilla beat its chest.,ZR8V0TKYBDSPBSFHBQFD8LJDL626D6,singular,past.simple,3,simple,past,no,gorilla,3702,Non-generic,definite,target,past.simple,1921,35,past,NA,2,"""ENGLISH""",Tue May 19 09:45:02 PDT 2015,no
inanimate,"""""",Footballs are made from pig skin.,XK5565QXZR4SBWGAK17O2MVK0H6P0D,plural,present.simple,5,simple,present,no,football,3176,Generic,indefinite,target,present.simple,1922,18,present,NA,1,"""English""",Tue May 19 09:45:32 PDT 2015,no
inanimate,"""""",The toilets were full of urine.,FRVDX973JHF38N2RF25GXRIQJQ6MB6,plural,past.simple,4,simple,past,yes,toilet,2798,Non-generic,definite,target,past.simple,1923,34,past,NA,2,"""English""",Tue May 19 09:45:32 PDT 2015,no
animate,"""""",The bear ate the old woman.,CCKHFD945HBTD9JBE5Y5MZH3QJ4ULJ,singular,past.simple,4,simple,past,no,bear,3263,Non-generic,definite,target,past.simple,1924,13,past,NA,2,"""English""",Tue May 19 09:50:32 PDT 2015,no
animate,"""""",The peacocks spread their feathers.,IVQEW8HV3DE8XGHAK5AB9RKNX3VK92,plural,present.simple,3,simple,present,no,peacock,4622,Non-generic,definite,target,present.simple,1925,32,present,NA,2,"""English""",Tue May 19 09:46:03 PDT 2015,no
animate,"""""",A mouse lives in my house.,TBQ0DYTF6ZACCKR0JMNIBSLX4P5069,singular,past.simple,4,simple,past,no,mouse,3862,Non-generic,indefinite,example,past.simple,1926,4,past,NA,2,"""english""",Tue May 19 09:43:49 PDT 2015,no
inanimate,"""""",A tire rolled down the hill.,HXUZRZNHITJMGC1XUOFAU68L7JG4AS,singular,past.simple,4,simple,past,no,tire,4316,Non-generic,indefinite,target,past.simple,1926,7,past,NA,2,"""english""",Tue May 19 09:43:49 PDT 2015,no
animate,"""""",The squirrel ate a nut.,C98NHRE47124OG00G3531UAKVQSW3I,singular,past.simple,3,simple,past,no,squirrel,2223,Non-generic,definite,target,past.simple,1927,19,past,NA,2,"""english""",Tue May 19 09:48:43 PDT 2015,no
inanimate,"""""",A kite sailed through the sky.,DON1QVXDNFS8B1MFJX6SGKQ955P5IS,singular,past.simple,4,simple,past,no,kite,1935,Non-generic,indefinite,target,past.simple,1928,48,past,NA,2,"""english""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",Zippers  are sewn on to coats.,ZAH4F0R3KKDDP8MW9LIP9CEV8QTU9L,plural,present.simple,6,simple,present,no,zipper,1945,Generic,indefinite,target,present.simple,1929,54,present,NA,1,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",The kangaroos put the joeys in their pouches.,5714Z0EW000ZRFU7JRYAXQD778V9ZG,plural,past.simple,6,simple,past,no,kangaroo,6843,Non-generic,definite,target,past.simple,1930,17,past,NA,2,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",The dogs barked furiously.,PE498YQFOG916BIEI6OSM5LQKWB7NZ,plural,past.simple,2,simple,past,no,dog,4418,Non-generic,definite,target,past.simple,1931,10,past,NA,2,"""English""",Tue May 19 09:48:31 PDT 2015,no
inanimate,"""""",The lamp fell and broke.,9HRISBYMTHIFI2W7NVC5OX2LWFYUMR,singular,past.simple,3,simple,past,no,lamp,2861,Non-generic,definite,target,past.simple,1932,53,past,NA,2,"""English""",Tue May 19 09:49:41 PDT 2015,no
animate,"""""",A lion ate the baby goat.,E2G3Z28U7V66GIS7G4AUNDPZFJJPCE,singular,past.simple,4,simple,past,no,lion,2865,Non-generic,indefinite,target,past.simple,1933,18,past,NA,2,"""English""",Tue May 19 09:48:31 PDT 2015,no
inanimate,"""""",The knife is dull.,P0FX10RDUBFVRVPFH6PWDVQ2DUC21F,singular,present.simple,2,simple,present,yes,knife,2347,Non-generic,definite,target,present.simple,1934,54,present,NA,2,"""English""",Tue May 19 09:45:23 PDT 2015,no
inanimate,"""""",Trumpets blared announcing the death of the king.,WXYJ4SUEC3CG654CIYB5V0XBE3QPJT,plural,past.simple,7,simple,past,no,trumpet,7198,Generic,indefinite,target,past.simple,1935,6,past,NA,1,"""English""",Tue May 19 09:58:25 PDT 2015,no
inanimate,"""""",The pianos are being tuned.,LYQW5XVHCEBYFYXR88HC8BX6NA3079,plural,present.progressive,3,progressive,present,no,piano,2595,Non-generic,definite,target,present.progressive,1936,22,present,NA,2,"""English""",Tue May 19 09:48:26 PDT 2015,no
inanimate,"""""",The television blew up.,IOU153QXMNV85EW1XQRDM0L0X33AIR,singular,past.simple,2,simple,past,no,television,2117,Non-generic,definite,target,past.simple,1937,47,past,NA,2,"""English""",Tue May 19 09:44:49 PDT 2015,no
inanimate,"""""",The zipper on the coat was stuck.,JX9V053NK1SIPKPR0N8FHNS77YAXXB,singular,past.simple,5,simple,past,no,zipper,1881,Non-generic,definite,target,past.simple,1938,33,past,NA,2,"""English""",Tue May 19 09:49:15 PDT 2015,no
inanimate,"""""","The towels were left, wet and soggy, on the bathroom floor.",DAWBJ1LBPLPFOSLWY4XU1HT7Z91UT1,plural,past.simple,9,simple,past,no,towel,10705,Non-generic,definite,target,past.simple,1939,35,past,NA,2,"""English""",Tue May 19 09:45:23 PDT 2015,no
animate,"""THANKS""",The rabbits stole carrots and cabbages from the farmer's fields.,QK2YK2MAYAPC500FJKAUM51NOW587I,plural,past.simple,8,simple,past,no,rabbit,7439,Non-generic,definite,target,past.simple,1940,16,past,NA,2,"""ENGLISH""",Tue May 19 09:45:02 PDT 2015,no
inanimate,"""""",Guitars lined the walls of the music shop.,6KK22O3Y9NRBGU894Z2JUSJ7TRI2KB,plural,past.simple,7,simple,past,no,guitar,3142,Generic,indefinite,target,past.simple,1941,16,past,NA,1,"""english""",Tue May 19 09:48:08 PDT 2015,no
animate,"""""",The squirrel gathered nuts for the winter.,AH1AG4B69EJSAM5W3RU2YZYCE140WI,singular,past.simple,5,simple,past,no,squirrel,2653,Non-generic,definite,target,past.simple,1942,48,past,NA,2,"""English""",Tue May 19 09:49:41 PDT 2015,no
animate,"""""","A dog frolicked in the grass, nipping at the butterflies. ",VXBPJ5QHVQ806VCH203D57219DKKCX,singular,past.simple,8,simple,past,no,dog,3039,Non-generic,indefinite,target,past.simple,1943,12,past,NA,2,"""english""",Tue May 19 09:47:37 PDT 2015,no
inanimate,"""thank you""",The chairs were lined up symmetrically against the wall.,EPL5BFAVH9PW9RFINITVD6PAQ7XHQE,plural,past.simple,7,simple,past,no,chair,5421,Non-generic,definite,target,past.simple,1944,31,past,NA,2,"""english""",Tue May 19 09:47:56 PDT 2015,no
animate,"""""",Kangaroos keep their young in their pouches.,YUDJFM5NJKW7CS3JRZOTEGEHUBFTLE,plural,present.simple,6,simple,present,no,kangaroo,2430,Generic,indefinite,target,present.simple,1945,38,present,NA,1,"""English""",Tue May 19 09:59:32 PDT 2015,no
inanimate,"""""",A car drove slowly down the street.,SHVKLVBGFHS5TFUYTJVXR0CL42K8SK,singular,past.simple,5,simple,past,no,car,2196,Non-generic,indefinite,target,past.simple,1947,38,past,NA,2,"""English""",Tue May 19 09:46:03 PDT 2015,no
inanimate,"""""",The piano needed to be tuned.,ZRT0UFI7ISH2EXFFASQJOQ6TDWLOPB,singular,past.simple,4,simple,past,no,piano,3260,Non-generic,definite,target,past.simple,1948,14,past,NA,2,"""English""",Tue May 19 09:45:47 PDT 2015,no
animate,"""""",The owls hooted as they took to the sky.,VS49DKZWI5YEJQQN1BYB9AN96IKQ9Y,plural,past.simple,7,simple,past,no,owl,2711,Non-generic,definite,target,past.simple,1949,54,past,NA,2,"""English""",Tue May 19 09:46:33 PDT 2015,no
inanimate,"""""",The light bulbs burnt out at the same time.,C0ASYGGY69C6Y7SKMSHZI3TGMLMXV5,plural,past.simple,6,simple,past,no,light bulb,7248,Non-generic,definite,target,past.simple,1950,12,past,NA,2,"""English""",Wed May 20 10:31:08 PDT 2015,no
inanimate,"""""",A toilet stood in the middle of the bathroom.,TGYDVKDQRM63LPDHG94PLJ3WHIM5ZW,singular,past.simple,7,simple,past,no,toilet,3887,Non-generic,indefinite,target,past.simple,1951,14,past,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
inanimate,"""""",Trumpets blared as the marching band marched across the field.,5JSDUWV5JYLEEYPKCF2Y4THJU84AR7,plural,past.simple,9,simple,past,no,trumpet,6318,Non-generic,indefinite,target,past.simple,1952,9,past,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
inanimate,"""""",The beds looked comfortable to the hotel guests.,O68SBIE0AVSZT91RD3NTC7MOXUN676,plural,past.simple,6,simple,past,no,bed,4642,Non-generic,definite,target,past.simple,1953,6,past,NA,2,"""english""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",The marble slowly made its way through the Mouse Trap course.,4427JX44J5JV6OC9R03LP71RTNPZL8,singular,past.simple,9,simple,past,no,marble,3407,Non-generic,definite,target,past.simple,1954,47,past,NA,2,"""English""",Tue May 19 09:51:00 PDT 2015,no
inanimate,"""Thanks!""",A kite took a sharp dive to the ground when the wind let up.,D0QBQAOUM5BVUJ8QST13CI81EF89AP,singular,past.simple,12,simple,past,no,kite,7078,Non-generic,indefinite,target,past.simple,1955,12,past,NA,2,"""English""",Tue May 19 09:43:51 PDT 2015,no
animate,"""none""",A gorilla beat its fists on the ground.,XORVUTPLFNHE3BB0GMCKO5D98Z11RV,singular,past.simple,6,simple,past,no,gorilla,5358,Non-generic,indefinite,target,past.simple,1956,35,past,NA,2,"""English""",Tue May 19 09:46:21 PDT 2015,no
inanimate,"""""",The bicycle had a rusty chain and a flat tire.,0TBKWA0NN96P8IO2OC0VQQJYWNBVS1,singular,past.simple,8,simple,past,yes,bicycle,4518,Non-generic,definite,target,past.simple,1957,51,past,NA,2,"""English""",Tue May 19 09:48:23 PDT 2015,no
animate,"""""",The cow grazed on the grass in the field.,IWSM7XZFR4SH2AN1G0ER0BB7FH76EZ,singular,past.simple,7,simple,past,no,cow,3856,Non-generic,definite,target,past.simple,1958,26,past,NA,2,"""english""",Wed May 20 10:51:38 PDT 2015,no
inanimate,"""""",A knife was left behind at the crime scene.,I2FT8W5R76PSNG8372RQ4FMDMJR3YL,singular,past.simple,7,simple,past,no,knife,4623,Non-generic,indefinite,target,past.simple,1959,40,past,NA,2,"""english""",Tue May 19 09:50:41 PDT 2015,no
inanimate,"""Thank you""",The fences were in need of repair.,GKC77EQN711SVU3GU99XHI9UV5H37N,plural,past.simple,5,simple,past,yes,fence,2544,Non-generic,definite,target,past.simple,1960,24,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",The elephant helped its young out of the water.,A4L6A0JTULALD1WVXBX0EO0CAH6BRW,singular,past.simple,7,simple,past,no,elephant,4327,Non-generic,definite,target,past.simple,1961,18,past,NA,2,"""English""",Tue May 19 09:44:30 PDT 2015,no
animate,"""""",Turtles slowly made their way across the sandy beach.,14Y7BDTAPD6KVWFX7D3KWHRSI77YWL,plural,past.simple,8,simple,past,no,turtle,2877,Non-generic,indefinite,target,past.simple,1962,30,past,NA,2,"""english""",Tue May 19 09:47:37 PDT 2015,no
animate,"""""",A shark slowly swam underneath the fishing boat.,D8C2LAC2ARFSKWW4TWO5P0C2GDRHSX,singular,past.simple,6,simple,past,no,shark,2447,Non-generic,indefinite,target,past.simple,1963,34,past,NA,2,"""English""",Tue May 19 09:44:54 PDT 2015,no
inanimate,"""I liked the fox question.""",Computers are very useful pieces of technology.,OB59JK3JJYWIKZY7DTKF469ASGWB4B,plural,present.simple,6,simple,present,yes,computer,3250,Generic,indefinite,target,present.simple,1964,17,present,NA,1,"""English""",Tue May 19 09:49:38 PDT 2015,no
animate,"""""",The cheetahs were curled up sleeping.,Q5YJ3P2R8L49BSXID3OELSSW7EY6O3,plural,past.simple,4,simple,past,no,cheetah,2434,Non-generic,definite,target,past.simple,1965,19,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
animate,"""""",Penguins dipped and dived into the cold water.,C1EODLMXGTML0P86W4GAU44YD7K44Q,plural,past.simple,7,simple,past,no,penguin,1622,Generic,indefinite,target,past.simple,1966,32,past,NA,1,"""english""",Tue May 19 09:48:08 PDT 2015,no
animate,"""I liked the fox question.""",The skunks chased each other through the flower field.,3Q3QD5QAJP0V5JC2RQ11TNXD7XG5CP,plural,past.simple,7,simple,past,no,skunk,3527,Non-generic,definite,target,past.simple,1968,18,past,NA,2,"""English""",Tue May 19 09:49:38 PDT 2015,no
inanimate,"""""",The clock ticked and tocked as the minutes dragged on.,0XXXT197VPAX13JDGONJ8BLPBACUDX,singular,past.simple,8,simple,past,no,clock,2846,Non-generic,definite,target,past.simple,1969,36,past,NA,2,"""english""",Tue May 19 09:50:41 PDT 2015,no
animate,"""""",A fox and a hound became friends.,PA7SAFKDXWWNB6JCQ8KUQ5638RH5DJ,singular,past.simple,5,simple,past,no,fox,2716,Non-generic,indefinite,target,past.simple,1970,24,past,NA,2,"""english""",Tue May 19 09:47:14 PDT 2015,no
animate,"""Interesting vocabulary and sentence meaning survey, I enjoyed taking it, thanks!""",Pigs love to wallow in mud.,2XMNS1WDH8BMRTKK354USR5JM81AGK,plural,present.simple,5,simple,present,no,pig,4447,Generic,indefinite,target,present.simple,1971,17,present,NA,1,"""English""",Tue May 19 09:47:31 PDT 2015,no
inanimate,"""""",The lamps were on in the room.,9DCE8K4FKQENMHLS63EFXFJNE4H4J2,plural,past.simple,5,simple,past,yes,lamp,4403,Non-generic,definite,target,past.simple,1972,16,past,NA,2,"""english""",Wed May 20 10:51:38 PDT 2015,no
inanimate,"""""",Shirts were scattered all around the bedroom floor.,2DPOVPT8WAX7G3WLZ95AXYLR04E0BT,plural,past.simple,7,simple,past,no,shirt,4645,Non-generic,indefinite,target,past.simple,1973,15,past,NA,2,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
animate,"""""",A butterfly fluttered across the blue sky.,W55T6FLZM2QMILT0OMBU3J90PZPZAM,singular,past.simple,5,simple,past,no,butterfly,5175,Non-generic,indefinite,target,past.simple,1974,33,past,NA,2,"""English""",Tue May 19 09:50:32 PDT 2015,no
animate,"""""",Pandas like to eat bamboo.,YR456XS4BSHRJXZI85DQ8462811Y16,plural,present.simple,4,simple,present,no,panda,2390,Generic,indefinite,target,present.simple,1975,21,present,NA,1,"""English""",Tue May 19 09:44:30 PDT 2015,no
animate,"""""",The peacock strutted across the zoo.,1W7C59U00CCCWTHCGRS08L91TURHUW,singular,past.simple,4,simple,past,no,peacock,1891,Non-generic,definite,target,past.simple,1976,49,past,NA,2,"""english""",Tue May 19 09:49:36 PDT 2015,no
animate,"""""",A lion slept while a warthog and a meerkat foraged for food nearby.,FI4AG55VIZQEDHOEFURRKUWECOJ4VR,singular,past.simple,11,simple,past,no,lion,3339,Non-generic,indefinite,target,past.simple,1977,22,past,NA,2,"""English""",Tue May 19 09:44:30 PDT 2015,no
inanimate,"""""","The television was on, loudly blaring the sports game.",X354EJQAXOMXWMCTWO58XF4MGQGE34,singular,past.simple,7,simple,past,yes,television,3707,Non-generic,definite,target,past.simple,1978,18,past,NA,2,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
inanimate,"""""",Couches filled the furniture store showroom.,VBQ5NDT495TJ8D5FCAH6EXQ8UZLKUT,plural,past.simple,5,simple,past,no,couch,10775,Non-generic,indefinite,target,past.simple,1979,39,past,NA,2,"""English""",Wed May 20 10:31:08 PDT 2015,no
animate,"""""",The dolphins skimmed through the water.,TC6P2LGW9M27DFYSMDFZH9PTVPYZGT,plural,past.simple,4,simple,past,no,dolphin,4912,Non-generic,definite,target,past.simple,1980,10,past,NA,2,"""English""",Tue May 19 09:48:23 PDT 2015,no
animate,"""""","Bears eat beets for breakfast, lunch and dinner.",R3WB341J5IS8QC1HOT1M7TI835SFAA,plural,present.simple,7,simple,present,no,bear,2894,Generic,indefinite,target,present.simple,1981,47,present,NA,1,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",The camels slowly made their way across the desert.,Y8ADF7CVUKNJTUX3UT56D48D0W7MGV,plural,past.simple,7,simple,past,no,camel,3440,Non-generic,definite,target,past.simple,1982,23,past,NA,2,"""English""",Tue May 19 09:49:41 PDT 2015,no
inanimate,"""Thanks!""",A boat steadily crossed the lake.,2MG5OF6UM0GTFMD4RCR2K9ACHSAREU,singular,past.simple,4,simple,past,no,boat,2284,Non-generic,indefinite,target,past.simple,1983,16,past,NA,2,"""English""",Tue May 19 09:43:51 PDT 2015,no
animate,"""""",The cat lapped up milk from its dish.,MR60T5OSLXJ225A5W0WX1DUZX9JOXS,singular,past.simple,6,simple,past,no,cat,4349,Non-generic,definite,target,past.simple,1984,42,past,NA,2,"""English""",Wed May 20 10:25:09 PDT 2015,no
inanimate,"""""",A tire blew out when it ran over a sharp object.,AO2G3AN3GLMM8603U79C0HPMJ7U94P,singular,past.simple,9,simple,past,no,tire,2286,Non-generic,indefinite,target,past.simple,1985,32,past,NA,2,"""English""",Wed May 20 10:27:52 PDT 2015,no
inanimate,"""""",The computers were running slow,Z46CXN98ABRHTWYNLBEBLW04BLCV5T,plural,past.progressive,3,progressive,past,no,computer,1862,Generic,definite,target,past.progressive,1986,26,past,NA,1,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""""",Butterflies lit on her hand,63YGU1UZ5C4PN0UR454ZHSTN9Z5HE0,plural,past.simple,4,simple,past,no,butterfly,3378,Non-generic,indefinite,target,past.simple,1987,12,past,NA,2,"""English""",Tue May 19 09:44:56 PDT 2015,no
inanimate,"""""",The lamp was bright,HR645685TT5CWLKHKBZL4G8O7FUGRK,singular,past.simple,2,simple,past,yes,lamp,1992,Non-generic,definite,target,past.simple,1988,12,past,NA,2,"""English""",Wed May 20 13:19:16 PDT 2015,no
inanimate,"""""",Marbles roll eaisly,15CQEG7HB3J9UKH3PDWB6RHQFALXVW,plural,present.simple,2,simple,present,no,marble,3072,Generic,indefinite,target,present.simple,1989,48,present,NA,1,"""English""",Tue May 19 09:45:43 PDT 2015,no
inanimate,"""""",The knife was very sharp,WOFM02EYBBPMFQ4PH5K8XEEAISEJZ2,singular,past.simple,3,simple,past,yes,knife,2312,Non-generic,definite,target,past.simple,1990,48,past,NA,2,"""English""",Tue May 19 09:45:32 PDT 2015,no
animate,"""""",A squirrel hid some nuts.,ECJK3J1K160427C21MZ70RPFTK4K32,singular,past.simple,3,simple,past,no,squirrel,2558,Non-generic,indefinite,target,past.simple,1991,10,past,NA,2,"""English""",Tue May 19 09:51:41 PDT 2015,no
inanimate,"""""",Couches are a good place to rest.,0D9K6DZZ5LW614J179WINPOIWAAN6C,plural,present.simple,6,simple,present,yes,couch,1722,Generic,indefinite,target,present.simple,1992,30,present,NA,1,"""English""",Tue May 19 09:49:15 PDT 2015,no
animate,"""""",The cows were hungry,3WGQ9TR52WPQZRILZGFK5GVMUOATFR,plural,past.simple,2,simple,past,yes,cow,2250,Non-generic,definite,target,past.simple,1993,29,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,Q9KUTIWI6W7OM3JCUVQ6FKFJ2UZFAQ,plural,past.simple,3,simple,past,yes,bus,6500,Non-generic,definite,example,past.simple,1993,1,past,NA,2,"""English""",Tue May 19 10:05:48 PDT 2015,no
inanimate,"""""",Swords are weapons.,EGPJQ4BO0MLAYUTGXJU2Q0YQJEZPFW,plural,past.simple,2,simple,past,yes,sword,3325,Generic,indefinite,example,past.simple,1993,2,past,NA,1,"""English""",Tue May 19 10:05:48 PDT 2015,no
animate,"""""",The zebra is not extinct.,ICZ7QK4079NTMBZ18RKRR5X4CC8RVZ,singular,past.simple,3,simple,past,yes,zebra,2728,Non-generic,definite,example,past.simple,1993,3,past,NA,2,"""English""",Tue May 19 10:05:48 PDT 2015,no
animate,"""""",The cows were hungry,5NYO75185LBHCS4SSF6QYM6ZERF78I,plural,past.simple,2,simple,past,yes,cow,2851,Non-generic,definite,target,past.simple,1993,5,past,NA,2,"""English""",Tue May 19 10:05:48 PDT 2015,no
animate,"""""",Owls hoot at night.,SFFYHD3UNOP7W2JQILE2J5WPJXRIQ8,plural,present.simple,3,simple,present,no,owl,2417,Generic,indefinite,target,present.simple,1994,16,present,NA,1,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",A panda played in the woods,EVPUSI7FUFB8OB9Q206NGK846NOMSX,singular,past.simple,4,simple,past,no,panda,1848,Non-generic,indefinite,target,past.simple,1996,47,past,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
animate,"""""",The shark swam away,V1CKYLTRNMIVAZVLII2U04K7OP3KS6,singular,past.simple,2,simple,past,no,shark,2699,Non-generic,definite,target,past.simple,1997,11,past,NA,2,"""English""",Tue May 19 09:51:00 PDT 2015,no
inanimate,"""Interesting vocabulary and sentence meaning survey, I enjoyed taking it, thanks!""",A trumpet can make music,BUNQ58A5RGCPW6UZEXT9596L5U0121,singular,modal,3,simple,modal,no,trumpet,4534,Generic,indefinite,target,present.simple,1998,35,present,NA,1,"""English""",Tue May 19 09:47:31 PDT 2015,yes
animate,"""""",The turtles walked slowly,KJ51BWG794V15A0IWXYBXYXAJVPZ06,plural,past.simple,2,simple,past,no,turtle,5029,Non-generic,definite,target,past.simple,1999,26,past,NA,2,"""English""",Tue May 19 09:59:32 PDT 2015,no
animate,"""""",The pigeon flew up,O0AUK7H02QDX6E1RDCB1GT27ZBFTQW,singular,past.simple,2,simple,past,no,pigeon,3775,Non-generic,definite,target,past.simple,2000,47,past,NA,2,"""English""",Wed May 20 10:27:52 PDT 2015,no
inanimate,"""""",Toilets are on the right,54LUMJH1QDA6K8TDLJK95WCK768GOL,plural,present.simple,4,simple,present,yes,toilet,2611,Non-generic,indefinite,target,present.simple,2001,38,present,NA,2,"""English""",Tue May 19 09:44:54 PDT 2015,no
inanimate,,The fence was high,QD6RU7DR8XOZZ5SU81WHN210WOACGL,singular,past.simple,2,simple,past,yes,fence,2031,Non-generic,definite,target,past.simple,2002,13,past,NA,2,,Tue May 19 09:58:50 PDT 2015,no
animate,"""""",The bears were in the park,SFKH75XAF8ZKFN6FWW6CM924TKRN9K,plural,past.simple,4,simple,past,yes,bear,2657,Non-generic,definite,target,past.simple,2003,52,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",Penguins are funny looking,OOMCEGNBVBGTRZCFO984BL9DWJL846,plural,present.simple,3,simple,present,yes,penguin,2180,Generic,indefinite,target,present.simple,2004,39,present,NA,1,"""english""",Tue May 19 10:24:36 PDT 2015,no
